Freq.,Free Freq.,Size,Surface Form,Establishment turn,Spanning,Priming,First Speaker,Turns,Span Lists,Dialogue id,Speakers,Experiment
2,0,2,"that ,",69,1,2,A,"68,69","[[68, 69]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,2,that sounds,19,5,1,A,"14,19","[[14, 19]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,2,"think ,",69,1,1,A,"68,69","[[68, 69]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,2,very often,3,1,1,A,"2,3","[[2, 3]]",2263,"A,M",Finetune DialoGPT - Normal
11,3,1,you,37,71,2,A,"32,34,37,46,49,54,57,98,100,102,103","[[32, 34, 37], [34, 37], [46, 49], [54, 57], [98, 100, 102, 103]]",2263,"A,M",Finetune DialoGPT - Normal
6,0,1,that,19,61,4,A,"14,19,68,69,72,75","[[14, 19], [68, 69], [72, 75]]",2263,"A,M",Finetune DialoGPT - Normal
6,0,1,really,11,85,2,A,"10,11,20,23,92,95","[[10, 11], [20, 23], [92, 95]]",2263,"A,M",Finetune DialoGPT - Normal
4,2,1,oh,23,7,3,A,"18,20,23,25","[[18, 20, 23], [20, 23, 25]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,it,51,5,1,A,"46,51","[[46, 51]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,to,37,3,2,A,"34,37","[[34, 37]]",2263,"A,M",Finetune DialoGPT - Normal
4,0,1,have,9,87,1,A,"6,9,92,93","[[6, 9], [92, 93]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,be,71,3,5,A,"68,71","[[68, 71]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,is,75,5,5,A,"70,75","[[70, 75]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,like,53,3,3,A,"50,53","[[50, 53]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,too,99,3,1,A,"96,99","[[96, 99]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,well,51,5,3,A,"46,51","[[46, 51]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,think,69,1,3,A,"68,69","[[68, 69]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,get,49,3,2,A,"46,49","[[46, 49]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,much,93,5,3,A,"88,93","[[88, 93]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,then,49,3,3,A,"46,49","[[46, 49]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,did,15,1,1,A,"14,15","[[14, 15]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,season,47,1,1,A,"46,47","[[46, 47]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,1,with,17,3,1,A,"14,17","[[14, 17]]",2263,"A,M",Finetune DialoGPT - Normal
2,0,2,"well ,",51,5,2,A,"46,51","[[46, 51]]",2264,"A,M",Finetune DialoGPT - Normal
2,0,1,know,9,1,1,A,"8,9","[[8, 9]]",2264,"A,M",Finetune DialoGPT - Normal
5,1,1,do,45,11,5,A,"42,45,47,48,53","[[42, 45, 47], [48, 53]]",2264,"A,M",Finetune DialoGPT - Normal
2,0,1,it,9,1,1,A,"8,9","[[8, 9]]",2264,"A,M",Finetune DialoGPT - Normal
2,0,1,of,55,1,8,A,"54,55","[[54, 55]]",2264,"A,M",Finetune DialoGPT - Normal
3,1,1,so,25,5,2,A,"22,25,27","[[22, 25, 27]]",2264,"A,M",Finetune DialoGPT - Normal
2,0,1,we,23,5,4,A,"18,23","[[18, 23]]",2264,"A,M",Finetune DialoGPT - Normal
2,0,1,them,9,5,1,A,"4,9","[[4, 9]]",2264,"A,M",Finetune DialoGPT - Normal
2,0,1,recycling,9,5,1,A,"4,9","[[4, 9]]",2264,"A,M",Finetune DialoGPT - Normal
4,2,2,", you",59,5,2,A,"54,56,58,59","[[54, 56, 58, 59], [56, 58, 59], [58, 59]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,2,"know ,",17,3,1,A,"14,17","[[14, 17]]",2279,"A,M",Finetune DialoGPT - Normal
3,1,2,"yeah ,",89,3,1,A,"88,89,91","[[88, 89, 91]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,2,", we",45,5,3,A,"40,45","[[40, 45]]",2279,"A,M",Finetune DialoGPT - Normal
5,1,2,want to,61,63,1,A,"58,61,116,119,121","[[58, 61], [116, 119, 121]]",2279,"A,M",Finetune DialoGPT - Normal
3,1,2,so .,89,5,1,A,"88,89,93","[[88, 89, 93]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,2,", if",105,1,1,A,"104,105","[[104, 105]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,2,"degree ,",109,1,1,A,"108,109","[[108, 109]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,2,have kids,59,1,1,A,"58,59","[[58, 59]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,2,if you,105,1,1,A,"104,105","[[104, 105]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,2,learning to,107,1,1,A,"106,107","[[106, 107]]",2279,"A,M",Finetune DialoGPT - Normal
7,1,1,and,45,81,4,A,"40,45,78,80,83,116,121","[[40, 45], [78, 80, 83], [80, 83], [116, 121]]",2279,"A,M",Finetune DialoGPT - Normal
15,3,1,to,17,109,1,A,"12,17,34,39,58,61,106,107,108,109,113,116,117,119,121","[[12, 17], [34, 39], [58, 61], [106, 107, 108, 109], [108, 109, 113], [116, 117, 119, 121]]",2279,"A,M",Finetune DialoGPT - Normal
15,3,1,you,59,79,2,A,"54,56,58,59,96,99,104,105,108,113,116,119,128,132,133","[[54, 56, 58, 59], [56, 58, 59], [58, 59], [96, 99], [104, 105], [108, 113], [116, 119], [128, 132, 133]]",2279,"A,M",Finetune DialoGPT - Normal
14,4,1,i,43,73,1,A,"40,43,54,56,58,59,88,89,98,99,101,108,109,113","[[40, 43], [54, 56, 58, 59], [56, 58, 59], [58, 59], [88, 89], [98, 99, 101], [108, 109, 113]]",2279,"A,M",Finetune DialoGPT - Normal
5,1,1,that,61,25,1,A,"60,61,63,80,85","[[60, 61, 63], [80, 85]]",2279,"A,M",Finetune DialoGPT - Normal
3,1,1,a,59,3,1,A,"56,58,59","[[56, 58, 59], [58, 59]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,have,59,1,2,A,"58,59","[[58, 59]]",2279,"A,M",Finetune DialoGPT - Normal
8,2,1,so,17,81,1,A,"12,17,58,59,61,88,89,93","[[12, 17], [58, 59, 61], [88, 89, 93]]",2279,"A,M",Finetune DialoGPT - Normal
4,0,1,of,85,31,5,A,"80,85,108,111","[[80, 85], [108, 111]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,we,45,5,6,A,"40,45","[[40, 45]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,go,45,5,2,A,"40,45","[[40, 45]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,that's,113,3,1,A,"110,113","[[110, 113]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,in,29,5,2,A,"24,29","[[24, 29]]",2279,"A,M",Finetune DialoGPT - Normal
5,1,1,want,61,63,1,A,"58,61,116,119,121","[[58, 61], [116, 119, 121]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,really,59,1,2,A,"58,59","[[58, 59]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,them,59,1,1,A,"58,59","[[58, 59]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,college,89,1,1,A,"88,89","[[88, 89]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,into,111,1,3,A,"110,111","[[110, 111]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,always,59,1,2,A,"58,59","[[58, 59]]",2279,"A,M",Finetune DialoGPT - Normal
3,1,1,degree,109,5,1,A,"108,109,113","[[108, 109, 113]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,if,105,1,2,A,"104,105","[[104, 105]]",2279,"A,M",Finetune DialoGPT - Normal
3,1,1,kids,59,5,2,A,"54,58,59","[[54, 58, 59]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,see,39,5,1,A,"34,39","[[34, 39]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,bye-bye,135,1,1,A,"134,135","[[134, 135]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,leave,127,3,1,A,"124,127","[[124, 127]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,still,89,1,1,A,"88,89","[[88, 89]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,1,years,89,1,1,A,"88,89","[[88, 89]]",2279,"A,M",Finetune DialoGPT - Normal
2,0,3,"you know ,",31,5,3,A,"26,31","[[26, 31]]",2287,"A,M",Finetune DialoGPT - Normal
2,0,3,", yeah .",83,1,1,A,"82,83","[[82, 83]]",2287,"A,M",Finetune DialoGPT - Normal
2,0,3,", oh ,",87,3,1,A,"84,87","[[84, 87]]",2287,"A,M",Finetune DialoGPT - Normal
2,0,2,"yeah ,",63,5,9,A,"58,63","[[58, 63]]",2287,"A,M",Finetune DialoGPT - Normal
2,0,2,i think,81,1,1,A,"80,81","[[80, 81]]",2287,"A,M",Finetune DialoGPT - Normal
2,0,2,right .,37,5,1,A,"32,37","[[32, 37]]",2287,"A,M",Finetune DialoGPT - Normal
2,0,2,"know ,",31,5,2,A,"26,31","[[26, 31]]",2287,"A,M",Finetune DialoGPT - Normal
2,0,2,. i,63,1,3,A,"62,63","[[62, 63]]",2287,"A,M",Finetune DialoGPT - Normal
16,6,1,yeah,13,75,4,A,"12,13,15,17,24,27,29,58,63,72,75,77,82,83,85,87","[[12, 13, 15, 17], [24, 27, 29], [58, 63], [72, 75, 77], [82, 83, 85, 87]]",2287,"A,M",Finetune DialoGPT - Normal
17,5,1,and,29,63,1,A,"26,28,29,40,41,46,48,51,62,64,65,70,71,73,84,86,89","[[26, 28, 29], [28, 29], [40, 41], [46, 48, 51], [48, 51], [62, 64, 65], [64, 65], [70, 71, 73], [84, 86, 89]]",2287,"A,M",Finetune DialoGPT - Normal
4,0,1,of,65,21,1,A,"64,65,80,85","[[64, 65], [80, 85]]",2287,"A,M",Finetune DialoGPT - Normal
11,1,1,the,57,37,3,A,"54,57,62,63,64,65,80,81,85,90,91","[[54, 57], [62, 63, 64, 65], [64, 65], [80, 81, 85], [90, 91]]",2287,"A,M",Finetune DialoGPT - Normal
2,0,1,think,81,1,2,A,"80,81","[[80, 81]]",2287,"A,M",Finetune DialoGPT - Normal
4,2,1,right,35,7,2,A,"30,32,35,37","[[30, 32, 35], [32, 35, 37]]",2287,"A,M",Finetune DialoGPT - Normal
4,0,1,know,31,37,2,A,"26,31,62,63","[[26, 31], [62, 63]]",2287,"A,M",Finetune DialoGPT - Normal
2,0,1,to,53,5,1,A,"48,53","[[48, 53]]",2287,"A,M",Finetune DialoGPT - Normal
4,0,1,don't,15,53,2,A,"10,15,62,63","[[10, 15], [62, 63]]",2287,"A,M",Finetune DialoGPT - Normal
2,0,1,they,57,5,4,A,"52,57","[[52, 57]]",2287,"A,M",Finetune DialoGPT - Normal
4,0,1,so,41,15,1,A,"38,41,50,53","[[38, 41], [50, 53]]",2287,"A,M",Finetune DialoGPT - Normal
2,0,1,what,63,1,1,A,"62,63","[[62, 63]]",2287,"A,M",Finetune DialoGPT - Normal
2,0,1,guy,29,3,1,A,"26,29","[[26, 29]]",2287,"A,M",Finetune DialoGPT - Normal
3,1,2,", um",15,3,2,A,"12,14,15","[[12, 14, 15]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,2,"uh ,",3,3,1,A,"0,3","[[0, 3]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,2,", my",5,1,1,A,"4,5","[[4, 5]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,2,", you",11,5,1,A,"6,11","[[6, 11]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,2,enjoy it,15,1,1,A,"14,15","[[14, 15]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,2,have a,15,3,1,A,"12,15","[[12, 15]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,2,"it ,",15,3,1,A,"12,15","[[12, 15]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,2,nice talking,41,1,1,A,"40,41","[[40, 41]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,2,"of ,",19,5,1,A,"14,19","[[14, 19]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,2,you .,41,1,1,A,"40,41","[[40, 41]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,but,27,5,2,A,"22,27","[[22, 27]]",2296,"A,M",Finetune DialoGPT - Normal
3,1,1,uh,1,3,1,A,"0,1,3","[[0, 1, 3]]",2296,"A,M",Finetune DialoGPT - Normal
6,2,1,it,15,29,2,A,"12,14,15,17,40,41","[[12, 14, 15, 17], [14, 15, 17], [40, 41]]",2296,"A,M",Finetune DialoGPT - Normal
6,0,1,you,11,35,1,A,"6,11,14,15,40,41","[[6, 11], [14, 15], [40, 41]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,of,19,5,3,A,"14,19","[[14, 19]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,that,9,3,1,A,"6,9","[[6, 9]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,the,27,5,3,A,"22,27","[[22, 27]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,is,17,3,2,A,"14,17","[[14, 17]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,my,5,1,1,A,"4,5","[[4, 5]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,because,15,1,1,A,"14,15","[[14, 15]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,nice,41,1,1,A,"40,41","[[40, 41]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,right,27,5,3,A,"22,27","[[22, 27]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,that's,25,3,3,A,"22,25","[[22, 25]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,up,21,5,1,A,"16,21","[[16, 21]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,enjoy,15,1,1,A,"14,15","[[14, 15]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,if,27,5,1,A,"22,27","[[22, 27]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,or,27,5,2,A,"22,27","[[22, 27]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,we,27,5,2,A,"22,27","[[22, 27]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,when,27,5,1,A,"22,27","[[22, 27]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,work,27,5,2,A,"22,27","[[22, 27]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,an,27,5,1,A,"22,27","[[22, 27]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,done,9,5,1,A,"4,9","[[4, 9]]",2296,"A,M",Finetune DialoGPT - Normal
2,0,1,not,27,1,1,A,"26,27","[[26, 27]]",2296,"A,M",Finetune DialoGPT - Normal
4,0,3,", uh ,",21,29,1,A,"16,21,40,45","[[16, 21], [40, 45]]",2314,"A,M",Finetune DialoGPT - Normal
2,0,3,", well ,",45,5,1,A,"40,45","[[40, 45]]",2314,"A,M",Finetune DialoGPT - Normal
5,1,2,"uh ,",19,29,1,A,"16,19,21,40,45","[[16, 19, 21], [40, 45]]",2314,"A,M",Finetune DialoGPT - Normal
3,1,2,"well ,",41,5,6,A,"40,41,45","[[40, 41, 45]]",2314,"A,M",Finetune DialoGPT - Normal
4,0,2,uh-huh .,15,25,2,A,"12,15,32,37","[[12, 15], [32, 37]]",2314,"A,M",Finetune DialoGPT - Normal
4,0,2,", uh",21,29,1,A,"16,21,40,45","[[16, 21], [40, 45]]",2314,"A,M",Finetune DialoGPT - Normal
6,0,1,you,11,67,2,A,"10,11,38,39,76,77","[[10, 11], [38, 39], [76, 77]]",2314,"A,M",Finetune DialoGPT - Normal
2,0,1,have,45,3,6,A,"42,45","[[42, 45]]",2314,"A,M",Finetune DialoGPT - Normal
2,0,1,do,9,5,1,A,"4,9","[[4, 9]]",2314,"A,M",Finetune DialoGPT - Normal
2,0,1,not,13,3,1,A,"10,13","[[10, 13]]",2314,"A,M",Finetune DialoGPT - Normal
4,0,1,that's,13,17,1,A,"10,13,24,27","[[10, 13], [24, 27]]",2314,"A,M",Finetune DialoGPT - Normal
2,0,1,for,45,5,2,A,"40,45","[[40, 45]]",2314,"A,M",Finetune DialoGPT - Normal
2,0,1,job,45,5,2,A,"40,45","[[40, 45]]",2314,"A,M",Finetune DialoGPT - Normal
2,0,1,feel,9,3,1,A,"6,9","[[6, 9]]",2314,"A,M",Finetune DialoGPT - Normal
2,0,3,"you know ,",21,5,4,A,"16,21","[[16, 21]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,3,take care .,83,1,1,A,"82,83","[[82, 83]]",2349,"A,M",Finetune DialoGPT - Normal
4,0,2,", you",21,41,4,A,"16,21,54,57","[[16, 21], [54, 57]]",2349,"A,M",Finetune DialoGPT - Normal
5,1,2,"know ,",19,21,4,A,"16,19,21,32,37","[[16, 19, 21], [32, 37]]",2349,"A,M",Finetune DialoGPT - Normal
4,0,2,yeah .,45,27,2,A,"42,45,68,69","[[42, 45], [68, 69]]",2349,"A,M",Finetune DialoGPT - Normal
5,1,2,"yeah ,",13,43,2,A,"8,13,46,48,51","[[8, 13], [46, 48, 51], [48, 51]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,2,"but ,",19,3,2,A,"16,19","[[16, 19]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,2,to be,57,3,1,A,"54,57","[[54, 57]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,2,"that ,",37,5,3,A,"32,37","[[32, 37]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,2,"right ,",35,5,2,A,"30,35","[[30, 35]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,2,would be,11,5,1,A,"6,11","[[6, 11]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,2,", yeah",51,3,2,A,"48,51","[[48, 51]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,2,"just ,",19,3,1,A,"16,19","[[16, 19]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,2,talking to,81,1,1,A,"80,81","[[80, 81]]",2349,"A,M",Finetune DialoGPT - Normal
16,6,1,yeah,9,65,3,A,"4,8,9,13,42,44,45,46,48,51,54,56,58,59,68,69","[[4, 8, 9], [8, 9, 13], [42, 44, 45], [44, 45], [46, 48, 51], [48, 51], [54, 56, 58, 59], [56, 58, 59], [58, 59], [68, 69]]",2349,"A,M",Finetune DialoGPT - Normal
5,1,1,you,21,43,4,A,"16,21,54,57,59","[[16, 21], [54, 57, 59]]",2349,"A,M",Finetune DialoGPT - Normal
5,1,1,know,19,21,4,A,"16,19,21,32,37","[[16, 19, 21], [32, 37]]",2349,"A,M",Finetune DialoGPT - Normal
13,1,1,to,11,73,1,A,"8,11,16,21,26,31,32,37,54,57,59,80,81","[[8, 11], [16, 21], [26, 31], [32, 37], [54, 57, 59], [80, 81]]",2349,"A,M",Finetune DialoGPT - Normal
7,1,1,that,11,31,1,A,"6,11,16,21,32,35,37","[[6, 11], [16, 21], [32, 35, 37]]",2349,"A,M",Finetune DialoGPT - Normal
3,1,1,that's,41,5,1,A,"38,41,43","[[38, 41, 43]]",2349,"A,M",Finetune DialoGPT - Normal
4,0,1,be,11,51,2,A,"6,11,54,57","[[6, 11], [54, 57]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,1,not,3,3,1,A,"0,3","[[0, 3]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,1,of,11,3,1,A,"8,11","[[8, 11]]",2349,"A,M",Finetune DialoGPT - Normal
5,1,1,but,19,45,3,A,"14,16,19,54,59","[[14, 16, 19], [16, 19], [54, 59]]",2349,"A,M",Finetune DialoGPT - Normal
6,2,1,i'm,19,23,4,A,"16,18,19,21,38,39","[[16, 18, 19, 21], [18, 19, 21], [38, 39]]",2349,"A,M",Finetune DialoGPT - Normal
4,0,1,really,23,61,1,A,"18,23,74,79","[[18, 23], [74, 79]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,1,sure,39,1,6,A,"38,39","[[38, 39]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,1,the,21,5,2,A,"16,21","[[16, 21]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,1,what,11,1,2,A,"10,11","[[10, 11]]",2349,"A,M",Finetune DialoGPT - Normal
4,0,1,would,11,51,1,A,"6,11,54,57","[[6, 11], [54, 57]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,1,do,59,5,6,A,"54,59","[[54, 59]]",2349,"A,M",Finetune DialoGPT - Normal
3,1,1,just,19,5,1,A,"16,19,21","[[16, 19, 21]]",2349,"A,M",Finetune DialoGPT - Normal
4,0,1,think,37,25,1,A,"32,37,54,57","[[32, 37], [54, 57]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,1,take,83,1,2,A,"82,83","[[82, 83]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,1,this,59,5,2,A,"54,59","[[54, 59]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,1,college,11,3,1,A,"8,11","[[8, 11]]",2349,"A,M",Finetune DialoGPT - Normal
2,0,4,", i , i",101,1,4,A,"100,101","[[100, 101]]",2353,"A,M",Finetune DialoGPT - Normal
5,1,3,", uh ,",51,59,3,A,"46,48,51,100,105","[[46, 48, 51], [48, 51], [100, 105]]",2353,"A,M",Finetune DialoGPT - Normal
2,0,3,"i , i",101,1,6,A,"100,101","[[100, 101]]",2353,"A,M",Finetune DialoGPT - Normal
2,0,3,", i ,",101,1,5,A,"100,101","[[100, 101]]",2353,"A,M",Finetune DialoGPT - Normal
19,5,2,"uh ,",21,85,1,A,"20,21,46,48,51,60,61,62,63,74,75,77,79,84,87,89,100,102,105","[[20, 21], [46, 48, 51], [48, 51], [60, 61, 62, 63], [62, 63], [74, 75, 77, 79], [84, 87, 89], [100, 102, 105], [102, 105]]",2353,"A,M",Finetune DialoGPT - Normal
4,0,2,", i",69,37,11,A,"64,69,100,101","[[64, 69], [100, 101]]",2353,"A,M",Finetune DialoGPT - Normal
3,1,2,uh-huh .,25,5,2,A,"22,25,27","[[22, 25, 27]]",2353,"A,M",Finetune DialoGPT - Normal
5,1,2,", uh",51,59,3,A,"46,48,51,100,105","[[46, 48, 51], [48, 51], [100, 105]]",2353,"A,M",Finetune DialoGPT - Normal
2,0,2,"i ,",101,1,8,A,"100,101","[[100, 101]]",2353,"A,M",Finetune DialoGPT - Normal
2,0,2,"yeah ,",65,1,2,A,"64,65","[[64, 65]]",2353,"A,M",Finetune DialoGPT - Normal
4,0,2,", the",71,37,1,A,"68,71,100,105","[[68, 71], [100, 105]]",2353,"A,M",Finetune DialoGPT - Normal
2,0,2,", that",19,3,1,A,"16,19","[[16, 19]]",2353,"A,M",Finetune DialoGPT - Normal
2,0,2,in the,101,1,3,A,"100,101","[[100, 101]]",2353,"A,M",Finetune DialoGPT - Normal
2,0,2,right .,107,3,2,A,"104,107","[[104, 107]]",2353,"A,M",Finetune DialoGPT - Normal
23,5,1,uh,21,85,1,A,"20,21,46,48,51,60,61,62,63,74,75,76,77,79,84,87,89,90,92,93,100,102,105","[[20, 21], [46, 48, 51], [48, 51], [60, 61, 62, 63], [62, 63], [74, 75, 76, 77, 79], [76, 77, 79], [84, 87, 89], [90, 92, 93], [92, 93], [100, 102, 105], [102, 105]]",2353,"A,M",Finetune DialoGPT - Normal
11,3,1,that,17,93,4,A,"16,17,19,21,46,50,51,58,61,108,109","[[16, 17, 19, 21], [46, 50, 51], [50, 51], [58, 61], [108, 109]]",2353,"A,M",Finetune DialoGPT - Normal
8,0,1,of,31,77,6,A,"26,31,50,51,68,71,98,103","[[26, 31], [50, 51], [68, 71], [98, 103]]",2353,"A,M",Finetune DialoGPT - Normal
3,1,1,uh-huh,25,5,2,A,"22,25,27","[[22, 25, 27]]",2353,"A,M",Finetune DialoGPT - Normal
5,1,1,a,29,45,3,A,"26,29,31,68,71","[[26, 29, 31], [68, 71]]",2353,"A,M",Finetune DialoGPT - Normal
6,0,1,it,51,51,7,A,"50,51,68,69,98,101","[[50, 51], [68, 69], [98, 101]]",2353,"A,M",Finetune DialoGPT - Normal
2,0,1,to,73,5,6,A,"68,73","[[68, 73]]",2353,"A,M",Finetune DialoGPT - Normal
3,1,1,in,101,5,12,A,"100,101,105","[[100, 101, 105]]",2353,"A,M",Finetune DialoGPT - Normal
4,0,1,really,23,53,1,A,"18,23,68,71","[[18, 23], [68, 71]]",2353,"A,M",Finetune DialoGPT - Normal
4,0,1,right,45,67,1,A,"40,45,104,107","[[40, 45], [104, 107]]",2353,"A,M",Finetune DialoGPT - Normal
5,1,1,so,101,19,2,A,"96,100,101,114,115","[[96, 100, 101], [100, 101], [114, 115]]",2353,"A,M",Finetune DialoGPT - Normal
2,0,1,would,19,3,1,A,"16,19","[[16, 19]]",2353,"A,M",Finetune DialoGPT - Normal
2,0,1,like,101,1,2,A,"100,101","[[100, 101]]",2353,"A,M",Finetune DialoGPT - Normal
2,0,4,", you know ,",75,3,3,A,"72,75","[[72, 75]]",2427,"A,M",Finetune DialoGPT - Normal
2,0,3,", uh ,",209,1,1,A,"208,209","[[208, 209]]",2427,"A,M",Finetune DialoGPT - Normal
2,0,3,", you know",75,3,3,A,"72,75","[[72, 75]]",2427,"A,M",Finetune DialoGPT - Normal
2,0,3,"you know ,",75,3,3,A,"72,75","[[72, 75]]",2427,"A,M",Finetune DialoGPT - Normal
9,3,2,", i",81,71,1,A,"76,80,81,102,103,105,144,145,147","[[76, 80, 81], [80, 81], [102, 103, 105], [144, 145, 147]]",2427,"A,M",Finetune DialoGPT - Normal
6,0,2,"uh ,",103,111,1,A,"98,103,170,175,208,209","[[98, 103], [170, 175], [208, 209]]",2427,"A,M",Finetune DialoGPT - Normal
4,0,2,", you",75,11,4,A,"72,75,78,83","[[72, 75], [78, 83]]",2427,"A,M",Finetune DialoGPT - Normal
4,0,2,you know,75,49,3,A,"72,75,120,121","[[72, 75], [120, 121]]",2427,"A,M",Finetune DialoGPT - Normal
4,0,2,"yeah ,",139,87,1,A,"134,139,216,221","[[134, 139], [216, 221]]",2427,"A,M",Finetune DialoGPT - Normal
5,1,2,right .,75,5,3,A,"74,75,76,77,79","[[74, 75, 76, 77, 79], [76, 77, 79]]",2427,"A,M",Finetune DialoGPT - Normal
2,0,2,. i,103,1,2,A,"102,103","[[102, 103]]",2427,"A,M",Finetune DialoGPT - Normal
3,1,2,i don't,103,3,1,A,"102,103,105","[[102, 103, 105]]",2427,"A,M",Finetune DialoGPT - Normal
2,0,2,"well ,",251,5,3,A,"246,251","[[246, 251]]",2427,"A,M",Finetune DialoGPT - Normal
2,0,2,it .,81,3,1,A,"78,81","[[78, 81]]",2427,"A,M",Finetune DialoGPT - Normal
2,0,2,the first,187,3,2,A,"184,187","[[184, 187]]",2427,"A,M",Finetune DialoGPT - Normal
2,0,2,interesting .,249,3,1,A,"246,249","[[246, 249]]",2427,"A,M",Finetune DialoGPT - Normal
31,7,1,i,3,239,1,A,"2,3,5,8,11,48,50,51,72,75,76,80,81,85,96,99,102,103,105,144,145,147,170,173,184,189,226,228,231,238,241","[[2, 3, 5], [8, 11], [48, 50, 51], [50, 51], [72, 75], [76, 80, 81], [80, 81, 85], [96, 99], [102, 103, 105], [144, 145, 147], [170, 173], [184, 189], [226, 228, 231], [228, 231], [238, 241]]",2427,"A,M",Finetune DialoGPT - Normal
